job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
Data Analyst,126729,EX,PT,Israel,L,100,"Hadoop, NLP, PyTorch",12
ML Ops Engineer,161370,EX,FL,Israel,M,0,"R, Java, GCP, Data Visualization, SQL",10
Deep Learning Engineer,68304,SE,FL,India,S,50,"GCP, Scala, Kubernetes, Mathematics",7
AI Product Manager,108308,EN,PT,United States,L,100,"Python, Docker, MLOps, TensorFlow",1
ML Ops Engineer,59600,EN,CT,United States,S,0,"PyTorch, Statistics, Python",0
Autonomous Systems Engineer,66768,MI,CT,Germany,S,100,"AWS, PyTorch, SQL",4
Principal Data Scientist,120492,SE,CT,Israel,L,0,"Hadoop, Git, Kubernetes, GCP, Docker",6
Data Analyst,167449,SE,CT,United Kingdom,L,50,"Python, Computer Vision, TensorFlow, GCP, Statistics",5
Data Scientist,150756,EX,CT,Netherlands,M,0,"MLOps, TensorFlow, AWS, Mathematics, Spark",14
Machine Learning Researcher,179443,EX,FT,South Korea,M,0,"Kubernetes, Spark, AWS",10
Principal Data Scientist,134383,SE,CT,Norway,S,0,"Deep Learning, SQL, R",9
Data Analyst,208515,EX,FL,Germany,M,100,"SQL, Python, Scala, PyTorch",13
AI Architect,282911,EX,CT,Switzerland,M,50,"Linux, AWS, Scala",15
Computer Vision Engineer,72033,EN,CT,Australia,L,50,"Tableau, SQL, Python, Azure, NLP",0
Autonomous Systems Engineer,118301,MI,FL,Norway,S,0,"AWS, Azure, Java, Statistics",3
Computer Vision Engineer,123399,SE,FT,Ireland,L,100,"Docker, Deep Learning, Linux, Kubernetes",6
Data Analyst,142932,EX,CT,China,L,50,"Linux, Scala, MLOps, Java, Spark",15
AI Consultant,138262,SE,CT,Sweden,M,0,"Python, AWS, TensorFlow, Hadoop, Spark",6
Research Scientist,58474,EN,FL,Austria,L,0,"Kubernetes, R, Tableau",0
Robotics Engineer,163307,SE,CT,Switzerland,S,100,"Git, Scala, TensorFlow, Deep Learning",8
ML Ops Engineer,93845,EN,PT,Netherlands,L,50,"Python, Hadoop, Mathematics",0
Robotics Engineer,189602,EX,CT,Switzerland,S,50,"Hadoop, Data Visualization, Git, Azure",19
Data Analyst,105365,MI,CT,Denmark,S,0,"Python, Kubernetes, Hadoop, Linux",4
Autonomous Systems Engineer,78053,SE,FL,India,S,50,"Kubernetes, Scala, Spark, Azure",9
AI Architect,162244,SE,PT,Singapore,L,0,"NLP, Python, Git, Computer Vision, Java",7
Robotics Engineer,141788,EX,CT,Ireland,S,0,"MLOps, Data Visualization, Kubernetes, PyTorch",17
Robotics Engineer,58926,EN,CT,China,L,100,"Deep Learning, SQL, GCP, Mathematics",0
AI Software Engineer,70787,MI,CT,Japan,M,100,"Kubernetes, Deep Learning, Java, Statistics, Linux",4
Machine Learning Researcher,110184,SE,PT,Austria,L,100,"Python, Kubernetes, SQL, TensorFlow",6
AI Architect,254715,EX,PT,Switzerland,S,0,"Kubernetes, Python, SQL, Hadoop",13
ML Ops Engineer,85416,EN,CT,France,L,50,"Hadoop, Git, Tableau, NLP",1
Machine Learning Researcher,113947,SE,FL,Sweden,M,0,"Git, Kubernetes, Python, TensorFlow",8
NLP Engineer,109662,EX,CT,Finland,S,100,"Docker, Kubernetes, GCP, Linux, Python",19
AI Software Engineer,193938,EX,PT,Finland,L,0,"R, Docker, GCP",13
Deep Learning Engineer,132670,EX,PT,Austria,S,50,"R, Kubernetes, Git, Statistics, Data Visualization",14
AI Specialist,280211,EX,CT,Denmark,L,50,"Git, Data Visualization, Hadoop",19
AI Consultant,115037,MI,PT,Singapore,M,100,"Scala, Mathematics, Deep Learning, GCP, Docker",4
NLP Engineer,210065,EX,FL,Denmark,L,100,"Kubernetes, Spark, Scala",11
AI Specialist,66697,MI,FL,Sweden,S,100,"SQL, Statistics, TensorFlow, Scala, Linux",4
AI Research Scientist,132646,EX,PT,Finland,M,100,"Python, Spark, Deep Learning, Statistics, Data Visualization",14
AI Software Engineer,110574,MI,CT,United States,M,50,"Docker, R, Computer Vision",2
ML Ops Engineer,108052,MI,CT,Sweden,M,50,"Python, TensorFlow, GCP, MLOps, Scala",4
ML Ops Engineer,84114,SE,CT,China,S,100,"R, Mathematics, Java",5
Head of AI,139102,SE,CT,Switzerland,S,0,"Spark, PyTorch, Linux",9
Machine Learning Engineer,108198,MI,FT,United Kingdom,L,0,"Linux, R, SQL",2
AI Consultant,153758,EX,FL,Germany,S,0,"Docker, Python, GCP, MLOps",11
Data Scientist,154015,EX,FL,India,L,0,"Python, Mathematics, R",12
AI Product Manager,226629,SE,FL,Denmark,L,0,"Linux, Kubernetes, GCP, Hadoop",6
Autonomous Systems Engineer,147429,SE,PT,Canada,L,100,"PyTorch, Git, Hadoop, Tableau, TensorFlow",9
ML Ops Engineer,161881,EX,FL,Finland,L,0,"SQL, Git, NLP",15
AI Research Scientist,198338,SE,FL,Switzerland,L,0,"Linux, Git, Tableau, Python",9
Head of AI,133780,SE,FL,Australia,L,100,"R, Mathematics, Computer Vision, Azure, Python",8
Robotics Engineer,239616,EX,CT,United Kingdom,S,100,"Mathematics, Java, PyTorch, Git, Docker",15
Data Engineer,75816,EN,CT,United States,L,100,"Git, Hadoop, Linux",1
Data Analyst,100429,SE,PT,Israel,L,50,"PyTorch, Docker, AWS, Python",6
Data Scientist,106255,MI,CT,Netherlands,M,50,"Scala, Hadoop, Data Visualization",4
Data Analyst,54381,EN,FT,India,M,50,"PyTorch, NLP, SQL",1
AI Research Scientist,74125,MI,FT,United Kingdom,S,0,"Docker, Python, Computer Vision",2
Research Scientist,84065,MI,FL,Sweden,M,50,"SQL, PyTorch, Java, Spark",4
Robotics Engineer,94718,SE,CT,South Korea,M,100,"Hadoop, SQL, Kubernetes, GCP, Spark",8
Principal Data Scientist,92409,MI,CT,Singapore,S,0,"Python, TensorFlow, PyTorch",3
Principal Data Scientist,104321,MI,PT,France,L,0,"Docker, Hadoop, Mathematics, Python",3
Computer Vision Engineer,73651,EN,FL,Germany,M,100,"Kubernetes, SQL, Computer Vision, Azure, Spark",0
AI Architect,130248,EX,CT,India,M,50,"Tableau, Git, SQL",16
AI Research Scientist,233971,EX,PT,France,M,100,"Mathematics, Kubernetes, SQL",13
Data Analyst,195152,EX,PT,Germany,M,50,"Computer Vision, Data Visualization, Python, Statistics, GCP",14
AI Product Manager,88819,EN,PT,Denmark,M,100,"R, Docker, Statistics",0
Principal Data Scientist,96319,MI,PT,Denmark,M,50,"NLP, Linux, Scala",3
NLP Engineer,261291,EX,PT,Canada,L,100,"Git, Azure, Python, SQL, Deep Learning",12
Robotics Engineer,179314,SE,FL,Norway,M,50,"Azure, Docker, Tableau, GCP",7
AI Research Scientist,65103,EN,FL,Singapore,L,100,"PyTorch, Linux, Spark",1
Deep Learning Engineer,137128,SE,FT,Singapore,S,0,"Spark, NLP, SQL, Hadoop, Python",7
Autonomous Systems Engineer,56068,EN,FL,Ireland,M,0,"SQL, Python, Spark, Azure",0
AI Research Scientist,72021,SE,PT,South Korea,M,50,"Scala, Java, SQL, Mathematics",7
NLP Engineer,137594,SE,FT,United Kingdom,S,50,"Java, GCP, Computer Vision, SQL",5
Data Scientist,233248,EX,PT,Netherlands,L,0,"Python, MLOps, TensorFlow",19
Principal Data Scientist,88479,MI,CT,Netherlands,S,50,"Linux, Scala, NLP, MLOps, Hadoop",2
AI Research Scientist,58829,EN,FT,Sweden,M,50,"AWS, Git, Mathematics",1
AI Software Engineer,73943,EN,FT,Canada,M,0,"SQL, Data Visualization, PyTorch, GCP, Docker",0
Deep Learning Engineer,141751,SE,PT,United States,S,100,"GCP, Data Visualization, Hadoop, Mathematics",9
NLP Engineer,58018,EN,CT,South Korea,L,50,"Kubernetes, Scala, Linux, R",0
Machine Learning Researcher,60365,MI,FL,India,S,100,"Statistics, Scala, MLOps, Mathematics",4
AI Research Scientist,131145,SE,FL,United Kingdom,S,0,"Scala, PyTorch, Azure",7
Robotics Engineer,47649,MI,CT,India,S,50,"TensorFlow, R, NLP, Data Visualization",4
AI Consultant,187729,SE,CT,United States,L,100,"NLP, Mathematics, Data Visualization, Azure",6
AI Software Engineer,256792,EX,FT,France,L,100,"Git, Linux, Java, TensorFlow",14
Computer Vision Engineer,71731,SE,CT,South Korea,S,0,"Computer Vision, GCP, Python, TensorFlow",6
AI Consultant,271385,EX,PT,Denmark,S,50,"NLP, MLOps, Hadoop",11
AI Software Engineer,71085,EN,CT,Australia,S,100,"Tableau, Deep Learning, SQL, Git",0
Head of AI,112409,SE,CT,Germany,S,0,"Kubernetes, Python, Tableau",6
Machine Learning Researcher,73944,MI,FL,Australia,M,0,"Docker, Python, SQL, NLP",2
Research Scientist,59107,EN,FL,Germany,S,50,"Scala, Python, Kubernetes",1
Research Scientist,257606,EX,FT,United States,L,0,"AWS, R, MLOps, Mathematics",11
Machine Learning Engineer,78899,MI,PT,Netherlands,M,0,"Azure, PyTorch, SQL",4
Robotics Engineer,45629,EN,PT,Finland,M,100,"Mathematics, Python, Tableau, SQL",1
Head of AI,90705,MI,FT,Netherlands,M,50,"Statistics, TensorFlow, Kubernetes, Azure",2
ML Ops Engineer,89670,EN,FT,Norway,S,100,"NLP, MLOps, Deep Learning, PyTorch",0
Principal Data Scientist,51738,EN,FL,Austria,M,100,"TensorFlow, PyTorch, Deep Learning",0
AI Specialist,63305,MI,PT,Finland,S,100,"TensorFlow, Hadoop, Azure, Computer Vision, NLP",4
ML Ops Engineer,174496,SE,CT,Germany,L,100,"Statistics, Linux, Data Visualization, Hadoop",7
AI Research Scientist,115814,MI,FT,United States,M,0,"Spark, Hadoop, Kubernetes, PyTorch",3
Research Scientist,93313,MI,FL,Sweden,S,0,"Statistics, Java, Kubernetes",3
Machine Learning Researcher,102788,EX,PT,Israel,S,100,"Mathematics, AWS, PyTorch, Statistics, Deep Learning",16
Data Analyst,90226,SE,FL,France,S,50,"MLOps, Linux, Python",6
AI Consultant,58643,EN,FT,Germany,M,0,"Hadoop, TensorFlow, Scala",0
Machine Learning Researcher,68886,MI,CT,South Korea,L,50,"GCP, TensorFlow, R, Linux",4
Data Engineer,108004,EN,CT,Norway,L,50,"GCP, Python, Git, Azure",1
Data Scientist,140247,EX,PT,Germany,S,0,"SQL, PyTorch, Data Visualization",10
Computer Vision Engineer,184913,SE,FL,Switzerland,L,100,"Computer Vision, GCP, Spark",8
ML Ops Engineer,221380,EX,FL,Sweden,S,0,"Docker, Deep Learning, Python",10
Principal Data Scientist,51059,MI,PT,Ireland,M,50,"Java, Mathematics, Python, Scala, Linux",4
Data Engineer,120391,SE,FL,France,L,50,"PyTorch, AWS, TensorFlow",5
Principal Data Scientist,68341,EN,CT,Sweden,M,100,"Docker, Azure, Python, Kubernetes",0
Machine Learning Engineer,87587,MI,FL,Germany,M,0,"Azure, Linux, Python, Java",4
Data Engineer,162221,EX,FL,India,L,50,"Java, Hadoop, Mathematics",16
Data Scientist,99642,MI,FT,Netherlands,L,0,"Python, Hadoop, Java, AWS",3
Data Analyst,118506,SE,FL,Israel,L,0,"Azure, Python, Data Visualization",8
Machine Learning Engineer,168885,EX,FL,Canada,S,50,"Computer Vision, SQL, PyTorch",14
AI Consultant,117926,SE,CT,Australia,L,50,"MLOps, Tableau, SQL",7
AI Specialist,71011,SE,FL,India,S,100,"R, Hadoop, Mathematics, AWS, MLOps",7
Research Scientist,135374,SE,FL,Singapore,L,0,"Java, Spark, Data Visualization, TensorFlow",8
Deep Learning Engineer,82801,EN,CT,United Kingdom,M,0,"Python, Kubernetes, Docker",1
Data Analyst,105740,EN,FL,Switzerland,M,100,"Statistics, R, MLOps, Java, Git",0
AI Product Manager,132477,SE,PT,Netherlands,M,50,"Java, PyTorch, TensorFlow, Computer Vision, Git",5
Principal Data Scientist,93459,SE,PT,India,L,100,"SQL, Git, Data Visualization, PyTorch",6
Head of AI,101090,SE,CT,United Kingdom,S,0,"Java, Azure, Tableau, MLOps",5
Head of AI,131274,MI,FT,Singapore,L,0,"Java, PyTorch, Deep Learning, Azure, TensorFlow",3
Research Scientist,318589,EX,FT,Denmark,L,50,"Python, SQL, PyTorch, Azure, Linux",19
Computer Vision Engineer,119370,SE,FT,Netherlands,M,50,"GCP, Python, Scala, Docker",5
AI Architect,97053,SE,FT,Japan,L,0,"Computer Vision, Linux, TensorFlow, Java",9
Machine Learning Engineer,79224,MI,FT,Singapore,S,0,"AWS, Deep Learning, Computer Vision, Linux, PyTorch",3
Research Scientist,61854,MI,FT,Finland,L,50,"Spark, Hadoop, Git, Data Visualization",2
Machine Learning Researcher,88464,MI,FT,Singapore,M,100,"Computer Vision, Java, Mathematics, Linux",3
Machine Learning Researcher,48233,EN,FT,Japan,S,100,"GCP, Computer Vision, Tableau, AWS, Java",1
Data Engineer,177977,EX,FT,Australia,S,50,"SQL, Scala, Kubernetes",19
Research Scientist,80474,MI,PT,Canada,S,50,"Kubernetes, AWS, Computer Vision, R, Hadoop",3
AI Research Scientist,82141,MI,PT,Israel,L,100,"Docker, Data Visualization, Scala, Deep Learning",2
Machine Learning Researcher,42796,EN,PT,Finland,M,0,"Linux, Kubernetes, SQL",1
AI Product Manager,110942,MI,FL,United Kingdom,L,0,"Java, NLP, AWS",4
Data Analyst,100421,SE,CT,Finland,M,100,"Python, Computer Vision, Data Visualization, TensorFlow, Kubernetes",7
Autonomous Systems Engineer,203693,EX,PT,Denmark,L,100,"Python, Data Visualization, Mathematics, AWS",10
Computer Vision Engineer,178284,EX,PT,Ireland,M,100,"Hadoop, Java, Deep Learning",13
Machine Learning Engineer,98357,SE,FT,Finland,M,100,"Python, Git, Computer Vision, Tableau",6
Data Engineer,172008,SE,FT,United States,L,0,"Docker, Git, Hadoop, MLOps",5
AI Product Manager,77417,EN,FT,Australia,L,0,"Computer Vision, PyTorch, Scala",0
Data Analyst,170717,SE,FT,Norway,L,50,"Tableau, MLOps, Python, R, SQL",6
Deep Learning Engineer,114511,MI,FT,France,L,100,"Scala, Linux, MLOps, Spark",4
NLP Engineer,67992,EN,FL,Singapore,M,100,"PyTorch, Azure, TensorFlow, Java",0
Deep Learning Engineer,205514,EX,PT,Australia,L,100,"AWS, Data Visualization, Hadoop",15
Head of AI,120666,SE,CT,United States,M,0,"TensorFlow, R, Spark, SQL, Kubernetes",6
Data Engineer,138317,SE,FT,Netherlands,S,100,"GCP, R, NLP",8
AI Consultant,37269,EN,CT,Austria,S,0,"Spark, Python, NLP, Deep Learning, Computer Vision",1
Data Scientist,93183,MI,FT,Canada,M,100,"Linux, Tableau, Deep Learning, Kubernetes",2
AI Architect,101372,EX,PT,Austria,M,50,"Azure, TensorFlow, Deep Learning, Data Visualization",11
Machine Learning Researcher,128534,EX,FT,India,S,50,"Java, Kubernetes, PyTorch, Linux",14
Head of AI,217169,SE,FL,Switzerland,L,0,"Scala, NLP, Data Visualization, Statistics",5
AI Software Engineer,183863,EX,FL,France,M,100,"Kubernetes, Git, Hadoop, Java, Scala",12
Machine Learning Researcher,280044,EX,FT,Norway,M,0,"SQL, Git, R",14
Autonomous Systems Engineer,156059,EX,PT,India,M,0,"Hadoop, Data Visualization, Spark, Computer Vision, Linux",12
Machine Learning Researcher,48765,EN,FT,Israel,L,50,"Scala, Spark, Python, Azure",1
ML Ops Engineer,47189,EN,FT,France,S,100,"Scala, AWS, MLOps, PyTorch, Docker",1
Autonomous Systems Engineer,176687,SE,FT,Denmark,M,0,"AWS, Kubernetes, Data Visualization, Scala, PyTorch",9
Data Engineer,93965,MI,FT,Sweden,S,0,"NLP, TensorFlow, GCP, SQL",3
AI Specialist,66651,MI,FT,Ireland,L,100,"Azure, Kubernetes, GCP, Spark",3
Machine Learning Engineer,50287,EN,FT,Sweden,S,100,"Spark, Python, Data Visualization, Java",1
ML Ops Engineer,206859,EX,FT,Singapore,S,0,"Python, PyTorch, MLOps, Java, R",14
Machine Learning Researcher,64368,EN,PT,Austria,L,50,"AWS, Azure, MLOps",0
NLP Engineer,98132,MI,PT,United Kingdom,S,50,"PyTorch, Kubernetes, Spark, Linux",3
AI Product Manager,51784,EN,FT,India,M,100,"Kubernetes, Computer Vision, Spark, PyTorch, AWS",0
NLP Engineer,98525,MI,PT,Denmark,M,0,"Linux, Data Visualization, Deep Learning, R",2
Research Scientist,186888,EX,FL,France,M,50,"Docker, Kubernetes, Python",15
Robotics Engineer,189252,EX,FL,Denmark,S,0,"Mathematics, SQL, Kubernetes, PyTorch",16
Robotics Engineer,97365,MI,FT,Sweden,S,0,"GCP, Linux, PyTorch, NLP, MLOps",3
Data Scientist,110431,EX,FL,Japan,M,50,"MLOps, AWS, TensorFlow, Statistics",16
AI Product Manager,161874,EX,FL,Germany,M,50,"Computer Vision, Data Visualization, GCP",16
Data Scientist,84709,EN,FT,United Kingdom,M,0,"Java, AWS, MLOps, Git",0
Machine Learning Researcher,67285,EN,PT,Netherlands,S,100,"Git, AWS, Kubernetes, Data Visualization",1
Robotics Engineer,123258,SE,FT,France,M,0,"Spark, Python, Azure, Hadoop, SQL",6
Robotics Engineer,35627,EN,PT,Japan,S,50,"Docker, PyTorch, Scala, Tableau, Linux",1
Principal Data Scientist,82326,MI,CT,Netherlands,M,0,"Azure, Python, Deep Learning, TensorFlow, PyTorch",4
AI Specialist,175367,SE,FL,Australia,L,50,"Spark, Kubernetes, PyTorch, Computer Vision, GCP",5
Machine Learning Engineer,51537,MI,CT,Japan,S,100,"GCP, Scala, Mathematics, PyTorch, Kubernetes",2
Autonomous Systems Engineer,66241,MI,PT,Ireland,M,100,"NLP, Python, Scala, Mathematics",3
Computer Vision Engineer,71772,EN,CT,Denmark,M,0,"Git, Linux, SQL, Python, Computer Vision",1
Autonomous Systems Engineer,159918,EX,FL,China,S,50,"GCP, Hadoop, Deep Learning, Data Visualization, MLOps",18
Robotics Engineer,45214,EN,FT,South Korea,S,0,"GCP, Deep Learning, Tableau, NLP, R",1
Machine Learning Engineer,237424,EX,FT,France,M,100,"PyTorch, R, Java, Docker, Statistics",19
Robotics Engineer,69271,MI,FT,Ireland,S,100,"Kubernetes, AWS, Data Visualization, Docker",3
Data Analyst,110423,MI,PT,Canada,L,100,"SQL, PyTorch, Computer Vision",3
Head of AI,107214,MI,FL,United States,L,100,"Hadoop, Python, Docker, Java",4
AI Specialist,133968,MI,FL,Singapore,L,100,"NLP, Docker, Kubernetes, TensorFlow",4
NLP Engineer,157471,EX,FL,Singapore,S,0,"Linux, Scala, Docker",11
Robotics Engineer,46904,EN,CT,South Korea,L,100,"SQL, Git, NLP",1
Machine Learning Engineer,77864,MI,FT,Ireland,M,50,"R, SQL, Java",4
Data Engineer,99512,MI,FL,Canada,M,0,"Deep Learning, Git, R, PyTorch",2
AI Consultant,80051,SE,PT,South Korea,S,50,"Data Visualization, Java, Python, TensorFlow",9
Data Engineer,124103,SE,FL,Canada,S,0,"Java, Computer Vision, Hadoop",9
AI Product Manager,55429,MI,FT,South Korea,S,100,"Spark, Python, Data Visualization, Statistics",4
NLP Engineer,68085,MI,PT,Japan,M,50,"Java, PyTorch, Kubernetes, TensorFlow, GCP",2
AI Research Scientist,48466,EN,FT,Japan,L,100,"TensorFlow, Tableau, Git",0
NLP Engineer,142242,MI,CT,Denmark,M,100,"Kubernetes, Docker, Deep Learning, GCP, Computer Vision",2
Autonomous Systems Engineer,120347,SE,FT,China,L,50,"Linux, SQL, Scala, Statistics, PyTorch",5
Data Analyst,232937,EX,FT,Netherlands,M,0,"Computer Vision, Data Visualization, Hadoop, Java",14
AI Software Engineer,118354,SE,FL,Ireland,L,100,"Java, Hadoop, Docker, Kubernetes",5
AI Consultant,55854,MI,FT,Finland,S,0,"AWS, Python, Statistics",4
AI Specialist,81023,EN,FL,United States,S,100,"Computer Vision, TensorFlow, SQL",1
Computer Vision Engineer,62988,MI,FT,Japan,S,100,"SQL, Python, Git, Deep Learning",3
Data Analyst,106451,EX,PT,Austria,M,0,"Statistics, Tableau, Mathematics, NLP",19
Computer Vision Engineer,98626,MI,FT,United Kingdom,M,100,"Hadoop, MLOps, SQL, Python",4
AI Product Manager,105730,MI,FL,United States,L,0,"Tableau, Kubernetes, TensorFlow, Git",3
Robotics Engineer,66312,MI,FT,Ireland,M,50,"Scala, Git, Kubernetes, Deep Learning, Python",3
Principal Data Scientist,89341,EX,PT,India,S,100,"Scala, Docker, Deep Learning",19
Data Analyst,55243,EN,CT,Israel,L,100,"Git, Azure, Python, Spark",0
Machine Learning Researcher,50188,EN,FT,India,L,100,"Spark, Tableau, PyTorch, Azure",0
Robotics Engineer,129872,EX,FL,Finland,S,100,"PyTorch, Hadoop, Linux",17
AI Software Engineer,38852,EN,PT,China,S,100,"Mathematics, Statistics, Data Visualization, Computer Vision, GCP",1
AI Product Manager,73299,EN,FL,Norway,S,50,"Kubernetes, Computer Vision, Scala",1
Principal Data Scientist,222351,EX,PT,United States,S,100,"Azure, Python, Deep Learning, Computer Vision, Statistics",12
Data Scientist,113170,MI,PT,Denmark,M,100,"Mathematics, SQL, Spark, Deep Learning, Java",2
AI Product Manager,54616,EN,CT,United Kingdom,S,50,"AWS, Tableau, Data Visualization, TensorFlow, Azure",1
AI Specialist,206139,EX,FL,Norway,S,50,"MLOps, Python, Java, Hadoop",11
Data Engineer,58810,MI,FL,Japan,M,0,"SQL, TensorFlow, Computer Vision, Azure, Deep Learning",3
Principal Data Scientist,82950,SE,CT,Austria,M,100,"Linux, Tableau, Python, TensorFlow",5
Machine Learning Researcher,51801,MI,CT,Japan,S,0,"Java, GCP, MLOps, Scala, Python",3
Robotics Engineer,346789,EX,FL,Norway,L,100,"Python, Hadoop, Deep Learning, Kubernetes",18
AI Product Manager,96731,SE,PT,Canada,M,0,"Java, Kubernetes, Azure, Mathematics",9
Machine Learning Engineer,207607,EX,FL,Denmark,M,50,"Azure, Statistics, PyTorch",15
AI Software Engineer,257689,EX,FL,Netherlands,M,0,"Kubernetes, GCP, Python",19
NLP Engineer,125022,SE,PT,United Kingdom,S,100,"Kubernetes, Docker, Hadoop, Python, Deep Learning",9
AI Software Engineer,69588,EN,FT,Germany,S,50,"Python, Git, TensorFlow, GCP, PyTorch",0
Data Engineer,154853,SE,PT,Netherlands,L,100,"Python, TensorFlow, PyTorch, Computer Vision",6
Machine Learning Engineer,47517,EN,CT,Sweden,S,0,"Computer Vision, PyTorch, Docker",0
Machine Learning Researcher,149715,MI,PT,Switzerland,L,0,"Git, Deep Learning, TensorFlow",4
Research Scientist,93300,MI,CT,Canada,L,0,"Scala, Python, Kubernetes",4
Robotics Engineer,107137,SE,CT,France,S,0,"SQL, Kubernetes, Azure, PyTorch",5
ML Ops Engineer,58142,EN,CT,Germany,M,50,"Scala, Docker, SQL, Hadoop, PyTorch",1
Machine Learning Engineer,82967,EN,FL,Netherlands,M,0,"Tableau, Data Visualization, Azure, Spark, GCP",0
Machine Learning Researcher,69640,SE,FT,South Korea,S,0,"SQL, Kubernetes, Computer Vision",5
Research Scientist,114314,SE,FT,Ireland,L,0,"NLP, PyTorch, Tableau, R, Linux",8
Data Engineer,94577,MI,FL,France,M,100,"Spark, Data Visualization, Python",2
Deep Learning Engineer,76932,EN,FL,France,L,100,"Computer Vision, PyTorch, Hadoop, Azure",0
Robotics Engineer,122486,SE,FL,France,S,100,"Linux, PyTorch, R",9
ML Ops Engineer,72631,EN,PT,Germany,S,100,"Git, Hadoop, Java, Computer Vision",1
Deep Learning Engineer,82818,EN,CT,Singapore,M,100,"GCP, Kubernetes, Git, Hadoop, SQL",0
Head of AI,165865,EX,PT,France,M,0,"Linux, Docker, R",14
AI Consultant,211138,EX,PT,Germany,L,100,"Azure, Java, NLP",10
Head of AI,180350,EX,FT,India,L,50,"Python, Linux, Data Visualization",19
Data Scientist,54302,EN,FT,Finland,M,50,"AWS, Scala, Kubernetes, Tableau, Computer Vision",1
Head of AI,124591,MI,FL,Singapore,L,50,"Tableau, Git, Python, Computer Vision, GCP",4
Machine Learning Engineer,135265,EX,CT,South Korea,L,0,"Linux, Deep Learning, Git, R, Azure",14
Data Scientist,144527,EX,PT,Australia,M,100,"Git, TensorFlow, Tableau, PyTorch",18
Data Analyst,54063,EN,FT,China,M,100,"Git, NLP, Linux",1
AI Consultant,78387,EN,FL,Australia,L,50,"SQL, Python, Mathematics, Tableau",1
Head of AI,49994,EN,FL,Israel,S,100,"SQL, R, Data Visualization, Tableau",1
Autonomous Systems Engineer,148312,EX,CT,Ireland,L,50,"R, NLP, TensorFlow",13
Data Analyst,54661,EN,FT,Sweden,S,50,"R, Deep Learning, Hadoop",1
Data Scientist,38896,EN,FL,India,S,50,"Statistics, Git, R, Scala",0
Data Analyst,252666,EX,PT,Switzerland,S,50,"GCP, SQL, Deep Learning, Tableau",15
AI Consultant,116096,MI,FL,United States,M,100,"Computer Vision, Kubernetes, SQL, Deep Learning, Data Visualization",3
Head of AI,153688,EX,CT,Germany,S,100,"Git, GCP, Kubernetes, Azure",10
AI Research Scientist,141983,MI,PT,Denmark,M,0,"GCP, Kubernetes, Scala, Java, Statistics",4
AI Product Manager,67472,EN,FL,Singapore,S,50,"Java, Python, SQL",1
Machine Learning Engineer,172136,EX,FL,Finland,L,0,"R, Hadoop, AWS",12
Data Scientist,64158,EN,PT,Australia,M,50,"SQL, Kubernetes, Computer Vision, Azure",0
Head of AI,97560,EN,FT,United Kingdom,L,100,"R, SQL, Spark",1
Data Analyst,41634,EN,PT,Ireland,L,50,"Kubernetes, MLOps, Python, Deep Learning, Scala",0
Data Scientist,341312,EX,CT,United States,L,100,"AWS, SQL, Kubernetes",17
Autonomous Systems Engineer,69209,EN,CT,Denmark,M,0,"Computer Vision, Hadoop, R",1
Machine Learning Researcher,86275,EN,PT,Norway,M,0,"TensorFlow, SQL, Statistics",0
Deep Learning Engineer,72566,MI,CT,United Kingdom,S,0,"GCP, SQL, Java, Git, Linux",3
Data Engineer,106180,SE,FT,Canada,S,50,"SQL, TensorFlow, GCP, Docker",7
Machine Learning Engineer,107128,MI,FL,Switzerland,S,50,"Python, Java, Docker, Scala, Mathematics",2
Autonomous Systems Engineer,145367,EX,FT,Singapore,S,0,"Kubernetes, Statistics, GCP, Docker, Tableau",16
Data Scientist,72657,MI,FL,Ireland,M,50,"SQL, Data Visualization, Hadoop, Python, Scala",4
NLP Engineer,79956,EN,FT,Norway,S,100,"Scala, Kubernetes, Mathematics, Data Visualization",1
AI Consultant,83025,SE,CT,Finland,M,0,"Java, R, Spark, Computer Vision",5
Autonomous Systems Engineer,77633,EN,PT,Australia,M,100,"Kubernetes, Azure, Tableau, NLP, Spark",0
Autonomous Systems Engineer,96026,MI,CT,Netherlands,M,50,"SQL, Spark, PyTorch",4
Computer Vision Engineer,114502,SE,PT,Australia,S,100,"PyTorch, Deep Learning, NLP",6
Research Scientist,68237,EN,FT,Denmark,M,100,"GCP, AWS, Python, TensorFlow, Kubernetes",1
Data Engineer,113063,MI,FL,Germany,L,100,"SQL, MLOps, GCP",4
Machine Learning Engineer,97433,SE,CT,Austria,M,100,"Data Visualization, Scala, SQL, Azure",6
Head of AI,144520,EX,PT,Finland,S,100,"Python, Kubernetes, Data Visualization",16
AI Software Engineer,63449,MI,FL,Finland,M,0,"Java, SQL, MLOps, Computer Vision",3
AI Research Scientist,140447,SE,FT,Sweden,L,50,"GCP, Git, PyTorch, Python, Hadoop",8
AI Product Manager,62163,MI,FL,Austria,M,0,"Spark, Git, MLOps, Docker",3
Data Scientist,47117,EN,FT,India,L,50,"Java, Mathematics, Git",0
NLP Engineer,168942,EX,FL,Norway,S,50,"SQL, Computer Vision, Data Visualization, AWS, Java",16
Data Analyst,85701,SE,FT,South Korea,S,100,"Kubernetes, Scala, Mathematics",9
AI Research Scientist,68301,MI,FL,Finland,L,0,"Scala, SQL, PyTorch, TensorFlow",4
